Year,State,State Code,County,County Code,Multiple Cause of death,Multiple Cause of death Code,UCD - Drug/Alcohol Induced Cause,UCD - Drug/Alcohol Induced Cause Code,Deaths,Population,Crude Rate
2014,Arizona,4,"Pima County, AZ",4019,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,19,1004516,Unreliable
2014,Arizona,4,"Pima County, AZ",4019,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14,1004516,Unreliable
2014,Arizona,4,"Pinal County, AZ",4021,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,401918,Unreliable
2014,Arizona,4,"Pinal County, AZ",4021,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,401918,Unreliable
2014,Arizona,4,"Yavapai County, AZ",4025,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,22,218844,10.1
2014,Arizona,4,"Yavapai County, AZ",4025,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14,218844,Unreliable
2014,Arizona,4,"Yuma County, AZ",4027,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,33,203247,16.2
2014,Arkansas,5,"Benton County, AR",5007,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,242321,Unreliable
2014,Arkansas,5,"Benton County, AR",5007,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,242321,Unreliable
2014,Arkansas,5,"Garland County, AR",5051,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,97322,Unreliable
2014,Arkansas,5,"Pulaski County, AR",5119,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,392702,Unreliable
2014,Arkansas,5,"Pulaski County, AR",5119,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,21,392702,5.3
2014,Arkansas,5,"Washington County, AR",5143,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,220792,Unreliable
2014,California,6,"Alameda County, CA",6001,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,25,1610921,1.6
2014,California,6,"Alameda County, CA",6001,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,1610921,Unreliable
2014,California,6,"Alameda County, CA",6001,Other and unspecified narcotics,T40.6,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,1610921,Unreliable
2014,California,6,"Alameda County, CA",6001,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,77,1610921,4.8
2014,California,6,"Alameda County, CA",6001,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,13,1610921,Unreliable
2014,California,6,"Butte County, CA",6007,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,45,224241,20.1
2014,California,6,"Contra Costa County, CA",6013,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,1111339,Unreliable
2014,California,6,"Contra Costa County, CA",6013,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,1111339,Unreliable
2014,California,6,"Contra Costa County, CA",6013,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,22,1111339,2
2014,California,6,"Contra Costa County, CA",6013,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,42,1111339,3.8
2014,California,6,"El Dorado County, CA",6017,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,34,183087,18.6
2014,California,6,"Fresno County, CA",6019,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,49,965974,5.1
2014,California,6,"Fresno County, CA",6019,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,965974,Unreliable
2014,California,6,"Humboldt County, CA",6023,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,134809,Unreliable
2014,California,6,"Humboldt County, CA",6023,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,134809,Unreliable
2014,California,6,"Imperial County, CA",6025,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,179091,Unreliable
2014,California,6,"Kern County, CA",6029,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,24,874589,2.7
2014,California,6,"Kern County, CA",6029,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,28,874589,3.2
2014,California,6,"Kern County, CA",6029,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,119,874589,13.6
2014,California,6,"Kern County, CA",6029,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,14,874589,Unreliable
2014,California,6,"Kings County, CA",6031,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,150269,Unreliable
2014,California,6,"Lake County, CA",6033,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,64184,Unreliable
2014,California,6,"Lake County, CA",6033,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,26,64184,40.5
2014,California,6,"Lassen County, CA",6035,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,31749,Unreliable
2014,California,6,"Los Angeles County, CA",6037,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,131,10116705,1.3
2014,California,6,"Los Angeles County, CA",6037,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,145,10116705,1.4
2014,California,6,"Los Angeles County, CA",6037,Other opioids,T40.2,Drug poisonings (overdose) Suicide (X60-X64),D2,21,10116705,0.2
2014,California,6,"Los Angeles County, CA",6037,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,30,10116705,0.3
2014,California,6,"Los Angeles County, CA",6037,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,23,10116705,0.2
2014,California,6,"Los Angeles County, CA",6037,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,386,10116705,3.8
2014,California,6,"Los Angeles County, CA",6037,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,69,10116705,0.7
2014,California,6,"Madera County, CA",6039,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,154548,Unreliable
2014,California,6,"Mendocino County, CA",6045,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,87869,Unreliable
2014,California,6,"Merced County, CA",6047,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,266353,Unreliable
2014,California,6,"Monterey County, CA",6053,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,25,431344,5.8
2014,California,6,"Napa County, CA",6055,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,141667,Unreliable
2014,California,6,"Orange County, CA",6059,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,65,3145515,2.1
2014,California,6,"Orange County, CA",6059,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,124,3145515,3.9
2014,California,6,"Orange County, CA",6059,Other opioids,T40.2,Drug poisonings (overdose) Suicide (X60-X64),D2,29,3145515,0.9
2014,California,6,"Orange County, CA",6059,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,31,3145515,1
2014,California,6,"Orange County, CA",6059,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,22,3145515,0.7
2014,California,6,"Orange County, CA",6059,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Suicide (X60-X64),D2,10,3145515,Unreliable
2014,California,6,"Orange County, CA",6059,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,128,3145515,4.1
2014,California,6,"Orange County, CA",6059,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,39,3145515,1.2
2014,California,6,"Placer County, CA",6061,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,371694,Unreliable
2014,California,6,"Riverside County, CA",6065,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,60,2329271,2.6
2014,California,6,"Riverside County, CA",6065,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,45,2329271,1.9
2014,California,6,"Riverside County, CA",6065,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,2329271,Unreliable
2014,California,6,"Riverside County, CA",6065,Other and unspecified narcotics,T40.6,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,2329271,Unreliable
2014,California,6,"Riverside County, CA",6065,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,246,2329271,10.6
2014,California,6,"Riverside County, CA",6065,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,33,2329271,1.4
2014,California,6,"Sacramento County, CA",6067,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,1482026,Unreliable
2014,California,6,"Sacramento County, CA",6067,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,1482026,Unreliable
2014,California,6,"Sacramento County, CA",6067,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,1482026,Unreliable
2014,California,6,"Sacramento County, CA",6067,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,89,1482026,6
2014,California,6,"Sacramento County, CA",6067,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,26,1482026,1.8
2014,California,6,"Sacramento County, CA",6067,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11,1482026,Unreliable
2014,California,6,"San Bernardino County, CA",6071,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,2112619,Unreliable
2014,California,6,"San Bernardino County, CA",6071,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,2112619,Unreliable
2014,California,6,"San Bernardino County, CA",6071,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,39,2112619,1.8
2014,California,6,"San Bernardino County, CA",6071,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,10,2112619,Unreliable
2014,California,6,"San Diego County, CA",6073,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,93,3263431,2.8
2014,California,6,"San Diego County, CA",6073,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,88,3263431,2.7
2014,California,6,"San Diego County, CA",6073,Other opioids,T40.2,Drug poisonings (overdose) Suicide (X60-X64),D2,24,3263431,0.7
2014,California,6,"San Diego County, CA",6073,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,23,3263431,0.7
2014,California,6,"San Diego County, CA",6073,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,26,3263431,0.8
2014,California,6,"San Diego County, CA",6073,Other and unspecified narcotics,T40.6,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,3263431,Unreliable
2014,California,6,"San Diego County, CA",6073,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,92,3263431,2.8
2014,California,6,"San Diego County, CA",6073,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,18,3263431,Unreliable
2014,California,6,"San Francisco County, CA",6075,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,22,852469,2.6
2014,California,6,"San Francisco County, CA",6075,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,46,852469,5.4
2014,California,6,"San Francisco County, CA",6075,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,21,852469,2.5
2014,California,6,"San Francisco County, CA",6075,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,98,852469,11.5
2014,California,6,"San Joaquin County, CA",6077,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,40,715597,5.6
2014,California,6,"San Joaquin County, CA",6077,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,25,715597,3.5
2014,California,6,"San Joaquin County, CA",6077,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,69,715597,9.6
2014,California,6,"San Luis Obispo County, CA",6079,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,279083,Unreliable
2014,California,6,"San Mateo County, CA",6081,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,758581,Unreliable
2014,California,6,"San Mateo County, CA",6081,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,28,758581,3.7
2014,California,6,"Santa Barbara County, CA",6083,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,33,440668,7.5
2014,California,6,"Santa Clara County, CA",6085,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,1894605,Unreliable
2014,California,6,"Santa Clara County, CA",6085,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,24,1894605,1.3
2014,California,6,"Santa Clara County, CA",6085,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,1894605,Unreliable
2014,California,6,"Santa Clara County, CA",6085,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,40,1894605,2.1
2014,California,6,"Santa Clara County, CA",6085,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,14,1894605,Unreliable
2014,California,6,"Santa Cruz County, CA",6087,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,271804,Unreliable
2014,California,6,"Santa Cruz County, CA",6087,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,271804,Unreliable
2014,California,6,"Santa Cruz County, CA",6087,Other and unspecified narcotics,T40.6,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,271804,Unreliable
2014,California,6,"Santa Cruz County, CA",6087,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,271804,Unreliable
2014,California,6,"Shasta County, CA",6089,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,179804,Unreliable
2014,California,6,"Shasta County, CA",6089,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,28,179804,15.6
