"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"UCD - Drug/Alcohol Induced Cause"	"UCD - Drug/Alcohol Induced Cause Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error	% of Total Deaths
	"California"	"06"	"Ventura County, CA"	"06111"	"2014"	"2014"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	16	846178	Unreliable	1.1	3.1	0.5	Unreliable	1.0	3.0	0.5	0.0%
	"California"	"06"	"Ventura County, CA"	"06111"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	26	850536	3.1	2.0	4.5	0.6	3.0	1.9	4.4	0.6	0.0%
	"California"	"06"	"Ventura County, CA"	"06111"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	17	850536	Unreliable	1.2	3.2	0.5	Unreliable	0.9	2.7	0.4	0.0%
	"California"	"06"	"Ventura County, CA"	"06111"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	74	850536	8.7	6.8	10.9	1.0	8.1	6.4	10.3	1.0	0.0%
	"California"	"06"	"Yolo County, CA"	"06113"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	11	204593	Unreliable	2.7	9.6	1.6	Unreliable	2.9	10.3	1.8	0.0%
	"Colorado"	"08"	"Adams County, CO"	"08001"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	32	469193	6.8	4.7	9.6	1.2	6.8	4.6	9.5	1.2	0.0%
	"Colorado"	"08"	"Adams County, CO"	"08001"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	46	469193	9.8	7.2	13.1	1.4	9.8	7.2	13.1	1.5	0.0%
	"Colorado"	"08"	"Adams County, CO"	"08001"	"2013"	"2013"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	10	469193	Unreliable	1.0	3.9	0.7	Unreliable	1.1	4.2	0.7	0.0%
	"Colorado"	"08"	"Adams County, CO"	"08001"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	14	480718	Unreliable	1.6	4.9	0.8	Unreliable	1.6	4.9	0.8	0.0%
	"Colorado"	"08"	"Adams County, CO"	"08001"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	33	480718	6.9	4.7	9.6	1.2	6.7	4.6	9.4	1.2	0.0%
	"Colorado"	"08"	"Adams County, CO"	"08001"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other synthetic narcotics"	"T40.4"	10	480718	Unreliable	1.0	3.8	0.7	Unreliable	1.0	3.7	0.6	0.0%
	"Colorado"	"08"	"Adams County, CO"	"08001"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	59	480718	12.3	9.3	15.8	1.6	12.1	9.2	15.6	1.6	0.0%
	"Colorado"	"08"	"Adams County, CO"	"08001"	"2014"	"2014"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	10	480718	Unreliable	1.0	3.8	0.7	Unreliable	1.1	4.1	0.7	0.0%
	"Colorado"	"08"	"Adams County, CO"	"08001"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	13	491337	Unreliable	1.4	4.5	0.7	Unreliable	1.3	4.1	0.7	0.0%
	"Colorado"	"08"	"Adams County, CO"	"08001"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	25	491337	5.1	3.3	7.5	1.0	5.0	3.2	7.4	1.0	0.0%
	"Colorado"	"08"	"Adams County, CO"	"08001"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	30	491337	6.1	4.1	8.7	1.1	5.9	4.0	8.4	1.1	0.0%
	"Colorado"	"08"	"Arapahoe County, CO"	"08005"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	12	607070	Unreliable	1.0	3.5	0.6	Unreliable	1.0	3.3	0.5	0.0%
	"Colorado"	"08"	"Arapahoe County, CO"	"08005"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	61	607070	10.0	7.7	12.9	1.3	9.5	7.2	12.2	1.2	0.0%
	"Colorado"	"08"	"Arapahoe County, CO"	"08005"	"2013"	"2013"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	21	607070	3.5	2.1	5.3	0.8	3.3	2.0	5.1	0.7	0.0%
	"Colorado"	"08"	"Arapahoe County, CO"	"08005"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	16	618821	Unreliable	1.5	4.2	0.6	Unreliable	1.4	4.0	0.6	0.0%
	"Colorado"	"08"	"Arapahoe County, CO"	"08005"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	29	618821	4.7	3.1	6.7	0.9	4.6	3.1	6.6	0.9	0.0%
	"Colorado"	"08"	"Arapahoe County, CO"	"08005"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	63	618821	10.2	7.8	13.0	1.3	10.1	7.8	13.0	1.3	0.0%
	"Colorado"	"08"	"Arapahoe County, CO"	"08005"	"2014"	"2014"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	13	618821	Unreliable	1.1	3.6	0.6	Unreliable	1.1	3.6	0.6	0.0%
	"Colorado"	"08"	"Arapahoe County, CO"	"08005"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	11	631096	Unreliable	0.9	3.1	0.5	Unreliable	0.9	3.1	0.5	0.0%
	"Colorado"	"08"	"Arapahoe County, CO"	"08005"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	39	631096	6.2	4.4	8.4	1.0	5.9	4.2	8.1	1.0	0.0%
	"Colorado"	"08"	"Arapahoe County, CO"	"08005"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	53	631096	8.4	6.3	11.0	1.2	8.3	6.2	10.9	1.2	0.0%
	"Colorado"	"08"	"Arapahoe County, CO"	"08005"	"2015"	"2015"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	12	631096	Unreliable	1.0	3.3	0.5	Unreliable	1.0	3.2	0.5	0.0%
	"Colorado"	"08"	"Boulder County, CO"	"08013"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	19	310048	Unreliable	3.7	9.6	1.4	Unreliable	3.3	8.8	1.3	0.0%
	"Colorado"	"08"	"Boulder County, CO"	"08013"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	11	310048	Unreliable	1.8	6.3	1.1	Unreliable	1.6	5.7	1.0	0.0%
	"Colorado"	"08"	"Boulder County, CO"	"08013"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	29	310048	9.4	6.3	13.4	1.7	8.9	5.9	12.9	1.7	0.0%
	"Colorado"	"08"	"Boulder County, CO"	"08013"	"2013"	"2013"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	10	310048	Unreliable	1.5	5.9	1.0	Unreliable	1.4	6.0	1.0	0.0%
	"Colorado"	"08"	"Boulder County, CO"	"08013"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	29	313333	9.3	6.2	13.3	1.7	8.3	5.5	12.0	1.6	0.0%
	"Colorado"	"08"	"Boulder County, CO"	"08013"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	27	319372	8.5	5.6	12.3	1.6	8.0	5.2	11.7	1.6	0.0%
	"Colorado"	"08"	"Denver County, CO"	"08031"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	25	649495	3.8	2.5	5.7	0.8	3.7	2.4	5.5	0.8	0.0%
	"Colorado"	"08"	"Denver County, CO"	"08031"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	31	649495	4.8	3.2	6.8	0.9	4.7	3.1	6.7	0.9	0.0%
	"Colorado"	"08"	"Denver County, CO"	"08031"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other synthetic narcotics"	"T40.4"	10	649495	Unreliable	0.7	2.8	0.5	Unreliable	0.7	2.7	0.5	0.0%
	"Colorado"	"08"	"Denver County, CO"	"08031"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified narcotics"	"T40.6"	15	649495	Unreliable	1.3	3.8	0.6	Unreliable	1.1	3.5	0.6	0.0%
	"Colorado"	"08"	"Denver County, CO"	"08031"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	65	649495	10.0	7.7	12.8	1.2	9.7	7.4	12.4	1.2	0.0%
	"Colorado"	"08"	"Denver County, CO"	"08031"	"2013"	"2013"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	19	649495	Unreliable	1.8	4.6	0.7	Unreliable	1.7	4.7	0.7	0.0%
	"Colorado"	"08"	"Denver County, CO"	"08031"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	36	663862	5.4	3.8	7.5	0.9	5.0	3.5	7.0	0.9	0.0%
	"Colorado"	"08"	"Denver County, CO"	"08031"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	45	663862	6.8	4.9	9.1	1.0	6.8	4.9	9.1	1.0	0.0%
	"Colorado"	"08"	"Denver County, CO"	"08031"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified narcotics"	"T40.6"	10	663862	Unreliable	0.7	2.8	0.5	Unreliable	0.6	2.5	0.4	0.0%
	"Colorado"	"08"	"Denver County, CO"	"08031"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	57	663862	8.6	6.5	11.1	1.1	8.1	6.1	10.5	1.1	0.0%
	"Colorado"	"08"	"Denver County, CO"	"08031"	"2014"	"2014"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	12	663862	Unreliable	0.9	3.2	0.5	Unreliable	0.9	3.1	0.5	0.0%
	"Colorado"	"08"	"Denver County, CO"	"08031"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	32	682545	4.7	3.2	6.6	0.8	3.9	2.6	5.6	0.7	0.0%
	"Colorado"	"08"	"Denver County, CO"	"08031"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	36	682545	5.3	3.7	7.3	0.9	4.9	3.4	6.9	0.8	0.0%
	"Colorado"	"08"	"Denver County, CO"	"08031"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	34	682545	5.0	3.4	7.0	0.9	4.6	3.1	6.4	0.8	0.0%
	"Colorado"	"08"	"Douglas County, CO"	"08035"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	10	305963	Unreliable	1.6	6.0	1.0	Unreliable	1.4	5.5	1.0	0.0%
	"Colorado"	"08"	"El Paso County, CO"	"08041"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	13	655044	Unreliable	1.1	3.4	0.6	Unreliable	1.1	3.5	0.6	0.0%
	"Colorado"	"08"	"El Paso County, CO"	"08041"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	15	655044	Unreliable	1.3	3.8	0.6	Unreliable	1.2	3.6	0.6	0.0%
	"Colorado"	"08"	"El Paso County, CO"	"08041"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	28	655044	4.3	2.8	6.2	0.8	4.3	2.8	6.2	0.8	0.0%
	"Colorado"	"08"	"El Paso County, CO"	"08041"	"2013"	"2013"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	10	655044	Unreliable	0.7	2.8	0.5	Unreliable	0.7	2.8	0.5	0.0%
	"Colorado"	"08"	"El Paso County, CO"	"08041"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	24	663519	3.6	2.3	5.4	0.7	3.8	2.4	5.6	0.8	0.0%
	"Colorado"	"08"	"El Paso County, CO"	"08041"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	22	663519	3.3	2.1	5.0	0.7	3.3	2.0	5.0	0.7	0.0%
	"Colorado"	"08"	"El Paso County, CO"	"08041"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	17	663519	Unreliable	1.5	4.1	0.6	Unreliable	1.5	4.3	0.6	0.0%
	"Colorado"	"08"	"El Paso County, CO"	"08041"	"2014"	"2014"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	11	663519	Unreliable	0.8	3.0	0.5	Unreliable	0.8	2.9	0.5	0.0%
	"Colorado"	"08"	"El Paso County, CO"	"08041"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	28	674471	4.2	2.8	6.0	0.8	3.9	2.5	5.6	0.7	0.0%
	"Colorado"	"08"	"El Paso County, CO"	"08041"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	22	674471	3.3	2.0	4.9	0.7	3.3	2.1	5.0	0.7	0.0%
	"Colorado"	"08"	"El Paso County, CO"	"08041"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	25	674471	3.7	2.4	5.5	0.7	3.7	2.3	5.4	0.7	0.0%
	"Colorado"	"08"	"Jefferson County, CO"	"08059"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	16	551798	Unreliable	1.7	4.7	0.7	Unreliable	1.9	5.3	0.8	0.0%
	"Colorado"	"08"	"Jefferson County, CO"	"08059"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	12	551798	Unreliable	1.1	3.8	0.6	Unreliable	1.0	3.8	0.6	0.0%
	"Colorado"	"08"	"Jefferson County, CO"	"08059"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	32	551798	5.8	4.0	8.2	1.0	5.6	3.8	8.0	1.0	0.0%
	"Colorado"	"08"	"Jefferson County, CO"	"08059"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	17	558503	Unreliable	1.8	4.9	0.7	Unreliable	1.7	4.7	0.7	0.0%
	"Colorado"	"08"	"Jefferson County, CO"	"08059"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	19	558503	Unreliable	2.0	5.3	0.8	Unreliable	2.1	5.5	0.8	0.0%
	"Colorado"	"08"	"Jefferson County, CO"	"08059"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	27	558503	4.8	3.2	7.0	0.9	4.9	3.2	7.2	1.0	0.0%
	"Colorado"	"08"	"Jefferson County, CO"	"08059"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	17	565524	Unreliable	1.8	4.8	0.7	Unreliable	1.7	4.8	0.7	0.0%
	"Colorado"	"08"	"Jefferson County, CO"	"08059"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	26	565524	4.6	3.0	6.7	0.9	4.4	2.9	6.5	0.9	0.0%
	"Colorado"	"08"	"Jefferson County, CO"	"08059"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	30	565524	5.3	3.6	7.6	1.0	5.2	3.5	7.5	1.0	0.0%
	"Colorado"	"08"	"Larimer County, CO"	"08069"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	10	315988	Unreliable	1.5	5.8	1.0	Unreliable	1.6	6.3	1.1	0.0%
	"Colorado"	"08"	"Larimer County, CO"	"08069"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	25	315988	7.9	5.1	11.7	1.6	8.7	5.6	12.9	1.8	0.0%
	"Colorado"	"08"	"Larimer County, CO"	"08069"	"2013"	"2013"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	12	315988	Unreliable	2.0	6.6	1.1	Unreliable	1.8	6.6	1.1	0.0%
	"Colorado"	"08"	"Larimer County, CO"	"08069"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	21	324122	6.5	4.0	9.9	1.4	6.9	4.2	10.6	1.5	0.0%
	"Colorado"	"08"	"Larimer County, CO"	"08069"	"2014"	"2014"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	15	324122	Unreliable	2.6	7.6	1.2	Unreliable	2.4	7.5	1.2	0.0%
	"Colorado"	"08"	"Larimer County, CO"	"08069"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	13	333577	Unreliable	2.1	6.7	1.1	Unreliable	2.1	7.2	1.2	0.0%
	"Colorado"	"08"	"Larimer County, CO"	"08069"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	20	333577	6.0	3.7	9.3	1.3	6.1	3.7	9.5	1.4	0.0%
	"Colorado"	"08"	"Mesa County, CO"	"08077"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	13	147554	Unreliable	4.7	15.1	2.4	Unreliable	4.9	16.5	2.7	0.0%
	"Colorado"	"08"	"Mesa County, CO"	"08077"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	15	148255	Unreliable	5.7	16.7	2.6	Unreliable	6.2	18.3	2.9	0.0%
	"Colorado"	"08"	"Mesa County, CO"	"08077"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	26	148513	17.5	11.4	25.7	3.4	17.8	11.4	26.5	3.7	0.0%
	"Colorado"	"08"	"Pueblo County, CO"	"08101"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	16	161451	Unreliable	5.7	16.1	2.5	Unreliable	6.0	17.2	2.7	0.0%
	"Colorado"	"08"	"Pueblo County, CO"	"08101"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	13	161875	Unreliable	4.3	13.7	2.2	Unreliable	4.5	15.1	2.5	0.0%
	"Colorado"	"08"	"Pueblo County, CO"	"08101"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	11	161875	Unreliable	3.4	12.2	2.0	Unreliable	3.6	12.9	2.2	0.0%
	"Colorado"	"08"	"Pueblo County, CO"	"08101"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	16	163591	Unreliable	5.6	15.9	2.4	Unreliable	6.6	18.7	2.9	0.0%
	"Colorado"	"08"	"Pueblo County, CO"	"08101"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	19	163591	Unreliable	7.0	18.1	2.7	Unreliable	7.7	20.4	3.1	0.0%
	"Colorado"	"08"	"Weld County, CO"	"08123"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	13	269785	Unreliable	2.6	8.2	1.3	Unreliable	2.5	8.2	1.3	0.0%
	"Colorado"	"08"	"Weld County, CO"	"08123"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	16	277670	Unreliable	3.3	9.4	1.4	Unreliable	3.5	9.8	1.5	0.0%
	"Colorado"	"08"	"Weld County, CO"	"08123"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	10	285174	Unreliable	1.7	6.4	1.1	Unreliable	1.7	6.4	1.1	0.0%
	"Colorado"	"08"	"Weld County, CO"	"08123"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	12	285174	Unreliable	2.2	7.4	1.2	Unreliable	2.1	7.0	1.2	0.0%
	"Colorado"	"08"	"Weld County, CO"	"08123"	"2015"	"2015"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	12	285174	Unreliable	2.2	7.4	1.2	Unreliable	2.1	7.0	1.2	0.0%
	"Connecticut"	"09"	"Fairfield County, CT"	"09001"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	32	939904	3.4	2.3	4.8	0.6	3.6	2.5	5.1	0.6	0.0%
	"Connecticut"	"09"	"Fairfield County, CT"	"09001"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	21	939904	2.2	1.4	3.4	0.5	2.2	1.4	3.5	0.5	0.0%
	"Connecticut"	"09"	"Fairfield County, CT"	"09001"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other synthetic narcotics"	"T40.4"	17	939904	Unreliable	1.1	2.9	0.4	Unreliable	0.9	2.6	0.4	0.0%
	"Connecticut"	"09"	"Fairfield County, CT"	"09001"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	17	939904	Unreliable	1.1	2.9	0.4	Unreliable	1.1	3.0	0.5	0.0%
	"Connecticut"	"09"	"Fairfield County, CT"	"09001"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	47	945438	5.0	3.7	6.6	0.7	5.3	3.9	7.1	0.8	0.0%
	"Connecticut"	"09"	"Fairfield County, CT"	"09001"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	25	945438	2.6	1.7	3.9	0.5	2.5	1.6	3.8	0.5	0.0%
	"Connecticut"	"09"	"Fairfield County, CT"	"09001"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other synthetic narcotics"	"T40.4"	13	945438	Unreliable	0.7	2.4	0.4	Unreliable	0.8	2.7	0.4	0.0%
	"Connecticut"	"09"	"Fairfield County, CT"	"09001"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	10	945438	Unreliable	0.5	1.9	0.3	Unreliable	0.5	1.9	0.3	0.0%
	"Connecticut"	"09"	"Fairfield County, CT"	"09001"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	59	948053	6.2	4.7	8.0	0.8	6.4	4.8	8.3	0.8	0.0%
	"Connecticut"	"09"	"Fairfield County, CT"	"09001"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	25	948053	2.6	1.7	3.9	0.5	2.7	1.7	4.0	0.5	0.0%
	"Connecticut"	"09"	"Fairfield County, CT"	"09001"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Methadone"	"T40.3"	13	948053	Unreliable	0.7	2.3	0.4	Unreliable	0.7	2.1	0.4	0.0%
	"Connecticut"	"09"	"Fairfield County, CT"	"09001"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other synthetic narcotics"	"T40.4"	36	948053	3.8	2.7	5.3	0.6	4.0	2.8	5.5	0.7	0.0%
