State,State Code,County,County Code,Year,UCD - Drug/Alcohol Induced Cause,UCD - Drug/Alcohol Induced Cause Code,Multiple Cause of death,Multiple Cause of death Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval,Age Adjusted Rate Standard Error,% of Total Deaths
Florida,12,"Osceola County, FL",12097,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,15,352180,Unreliable,2.4,7,1.1,Unreliable,2.4,7.2,1.1,0.00%
Florida,12,"Osceola County, FL",12097,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,33,352180,9.4,6.4,13.2,1.6,9.9,6.8,13.9,1.7,0.00%
Florida,12,"Palm Beach County, FL",12099,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,78,1443810,5.4,4.3,6.7,0.6,6.2,4.9,7.7,0.7,0.00%
Florida,12,"Palm Beach County, FL",12099,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,32,1443810,2.2,1.5,3.1,0.4,2.5,1.7,3.5,0.4,0.00%
Florida,12,"Palm Beach County, FL",12099,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,212,1443810,14.7,12.7,16.7,1,17.4,15,19.7,1.2,0.10%
Florida,12,"Palm Beach County, FL",12099,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,340,1443810,23.5,21,26.1,1.3,27,24.1,30,1.5,0.20%
Florida,12,"Palm Beach County, FL",12099,2016,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,48,1443810,3.3,2.5,4.4,0.5,3,2.2,4,0.5,0.00%
Florida,12,"Palm Beach County, FL",12099,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,82,1471150,5.6,4.4,6.9,0.6,6.2,4.9,7.8,0.7,0.00%
Florida,12,"Palm Beach County, FL",12099,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,56,1471150,3.8,2.9,4.9,0.5,4.2,3.2,5.5,0.6,0.00%
Florida,12,"Palm Beach County, FL",12099,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Methadone,T40.3,10,1471150,Unreliable,0.3,1.3,0.2,Unreliable,0.3,1.3,0.2,0.00%
Florida,12,"Palm Beach County, FL",12099,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,292,1471150,19.8,17.6,22.1,1.2,22.8,20.2,25.5,1.4,0.20%
Florida,12,"Palm Beach County, FL",12099,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,220,1471150,15,13,16.9,1,16.4,14.1,18.6,1.1,0.10%
Florida,12,"Palm Beach County, FL",12099,2017,Drug poisonings (overdose) Suicide (X60-X64),D2,Other opioids,T40.2,12,1471150,Unreliable,0.4,1.4,0.2,Unreliable,0.3,1,0.2,0.00%
Florida,12,"Palm Beach County, FL",12099,2017,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,39,1471150,2.7,1.9,3.6,0.4,2.1,1.5,3,0.4,0.00%
Florida,12,"Pasco County, FL",12101,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,29,512368,5.7,3.8,8.1,1.1,6,4,8.7,1.2,0.00%
Florida,12,"Pasco County, FL",12101,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Methadone,T40.3,14,512368,Unreliable,1.5,4.6,0.7,Unreliable,1.7,5.3,0.9,0.00%
Florida,12,"Pasco County, FL",12101,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,21,512368,4.1,2.5,6.3,0.9,4.5,2.8,7,1,0.00%
Florida,12,"Pasco County, FL",12101,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,60,512368,11.7,8.9,15.1,1.5,12.4,9.4,16.1,1.6,0.00%
Florida,12,"Pasco County, FL",12101,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,34,525643,6.5,4.5,9,1.1,6.7,4.6,9.5,1.2,0.00%
Florida,12,"Pasco County, FL",12101,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,26,525643,4.9,3.2,7.2,1,5.7,3.7,8.4,1.1,0.00%
Florida,12,"Pasco County, FL",12101,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,66,525643,12.6,9.7,16,1.5,13,9.9,16.7,1.7,0.00%
Florida,12,"Pinellas County, FL",12103,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,32,960730,3.3,2.3,4.7,0.6,3.1,2.1,4.5,0.6,0.00%
Florida,12,"Pinellas County, FL",12103,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,35,960730,3.6,2.5,5.1,0.6,4.4,3,6.2,0.8,0.00%
Florida,12,"Pinellas County, FL",12103,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,118,960730,12.3,10.1,14.5,1.1,13.1,10.6,15.6,1.3,0.10%
Florida,12,"Pinellas County, FL",12103,2016,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,19,960730,Unreliable,1.2,3.1,0.5,Unreliable,0.9,2.5,0.4,0.00%
Florida,12,"Pinellas County, FL",12103,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,60,970637,6.2,4.7,8,0.8,7.1,5.3,9.2,0.9,0.00%
Florida,12,"Pinellas County, FL",12103,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,30,970637,3.1,2.1,4.4,0.6,3.6,2.4,5.2,0.7,0.00%
Florida,12,"Pinellas County, FL",12103,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,104,970637,10.7,8.7,12.8,1.1,11.3,9,13.6,1.2,0.10%
Florida,12,"Pinellas County, FL",12103,2017,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,12,970637,Unreliable,0.6,2.2,0.4,Unreliable,0.6,2.1,0.4,0.00%
Florida,12,"Polk County, FL",12105,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,17,666149,Unreliable,1.5,4.1,0.6,Unreliable,1.6,4.4,0.7,0.00%
Florida,12,"Polk County, FL",12105,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,46,666149,6.9,5.1,9.2,1,7.4,5.4,10,1.1,0.00%
Florida,12,"Polk County, FL",12105,2016,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,10,666149,Unreliable,0.7,2.8,0.5,Unreliable,0.6,2.5,0.4,0.00%
Florida,12,"Polk County, FL",12105,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,29,686483,4.2,2.8,6.1,0.8,4.8,3.2,6.9,0.9,0.00%
Florida,12,"Polk County, FL",12105,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,32,686483,4.7,3.2,6.6,0.8,4.8,3.2,6.9,0.9,0.00%
Florida,12,"Polk County, FL",12105,2017,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,17,686483,Unreliable,1.4,4,0.6,Unreliable,1.3,3.6,0.6,0.00%
Florida,12,"St. Johns County, FL",12109,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,15,235087,Unreliable,3.6,10.5,1.6,Unreliable,4.2,13,2,0.00%
Florida,12,"St. Johns County, FL",12109,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,25,243812,10.3,6.6,15.1,2.1,11.5,7.3,17.1,2.4,0.00%
Florida,12,"St. Lucie County, FL",12111,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,14,306507,Unreliable,2.5,7.7,1.2,Unreliable,2.4,7.6,1.2,0.00%
Florida,12,"St. Lucie County, FL",12111,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,22,306507,7.2,4.5,10.9,1.5,8.8,5.5,13.5,1.9,0.00%
Florida,12,"St. Lucie County, FL",12111,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,60,306507,19.6,14.9,25.2,2.5,22.3,16.9,28.9,2.9,0.00%
Florida,12,"St. Lucie County, FL",12111,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,10,313506,Unreliable,1.5,5.9,1,Unreliable,1.8,7.1,1.2,0.00%
Florida,12,"St. Lucie County, FL",12111,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,15,313506,Unreliable,2.7,7.9,1.2,Unreliable,3.1,9.4,1.5,0.00%
Florida,12,"St. Lucie County, FL",12111,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,22,313506,7,4.4,10.6,1.5,8.5,5.3,13.1,1.9,0.00%
Florida,12,"St. Lucie County, FL",12111,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,40,313506,12.8,9.1,17.4,2,14.8,10.5,20.4,2.4,0.00%
Florida,12,"Santa Rosa County, FL",12113,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,10,174272,Unreliable,2.8,10.6,1.8,Unreliable,2.9,11.1,1.9,0.00%
Florida,12,"Sarasota County, FL",12115,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,19,412569,Unreliable,2.8,7.2,1.1,Unreliable,3.3,9.4,1.5,0.00%
Florida,12,"Sarasota County, FL",12115,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,35,412569,8.5,5.9,11.8,1.4,12.8,8.8,18,2.2,0.00%
Florida,12,"Sarasota County, FL",12115,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,18,412569,Unreliable,2.6,6.9,1,Unreliable,3.5,10.1,1.5,0.00%
Florida,12,"Sarasota County, FL",12115,2016,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,13,412569,Unreliable,1.7,5.4,0.9,Unreliable,1.1,4.8,0.8,0.00%
Florida,12,"Sarasota County, FL",12115,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,24,419119,5.7,3.7,8.5,1.2,6.4,3.8,9.9,1.4,0.00%
Florida,12,"Sarasota County, FL",12115,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,62,419119,14.8,11.3,19,1.9,22,16.7,28.5,2.9,0.00%
Florida,12,"Sarasota County, FL",12115,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,20,419119,4.8,2.9,7.4,1.1,5.9,3.4,9.4,1.4,0.00%
Florida,12,"Sarasota County, FL",12115,2017,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,14,419119,Unreliable,1.8,5.6,0.9,Unreliable,1.7,6,1,0.00%
Florida,12,"Seminole County, FL",12117,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,27,455479,5.9,3.9,8.6,1.1,6.2,4.1,9,1.2,0.00%
Florida,12,"Seminole County, FL",12117,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,18,455479,Unreliable,2.3,6.2,0.9,Unreliable,2.5,6.6,1,0.00%
Florida,12,"Seminole County, FL",12117,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,31,455479,6.8,4.6,9.7,1.2,6.8,4.6,9.7,1.2,0.00%
Florida,12,"Seminole County, FL",12117,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,34,462659,7.3,5.1,10.3,1.3,7.1,4.9,10,1.2,0.00%
Florida,12,"Seminole County, FL",12117,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,23,462659,5,3.2,7.5,1,4.9,3.1,7.3,1,0.00%
Florida,12,"Seminole County, FL",12117,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,65,462659,14,10.8,17.9,1.7,14,10.8,17.9,1.8,0.00%
Florida,12,"Seminole County, FL",12117,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,18,462659,Unreliable,2.3,6.1,0.9,Unreliable,2.2,6,0.9,0.00%
Florida,12,"Volusia County, FL",12127,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,22,529364,4.2,2.6,6.3,0.9,4.9,3.1,7.5,1.1,0.00%
Florida,12,"Volusia County, FL",12127,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,31,529364,5.9,4,8.3,1.1,7.1,4.8,10.2,1.3,0.00%
Florida,12,"Volusia County, FL",12127,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Methadone,T40.3,10,529364,Unreliable,0.9,3.5,0.6,Unreliable,1,4.1,0.7,0.00%
Florida,12,"Volusia County, FL",12127,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,29,529364,5.5,3.7,7.9,1,6.9,4.6,9.9,1.3,0.00%
Florida,12,"Volusia County, FL",12127,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,10,529364,Unreliable,0.9,3.5,0.6,Unreliable,1,4.3,0.7,0.00%
Florida,12,"Volusia County, FL",12127,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,29,538692,5.4,3.6,7.7,1,6.6,4.4,9.5,1.2,0.00%
Florida,12,"Volusia County, FL",12127,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,49,538692,9.1,6.7,12,1.3,9.9,7.2,13.3,1.5,0.00%
Florida,12,"Volusia County, FL",12127,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,63,538692,11.7,9,15,1.5,14.9,11.4,19.2,1.9,0.00%
Florida,12,"Volusia County, FL",12127,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,16,538692,Unreliable,1.7,4.8,0.7,Unreliable,1.9,5.6,0.9,0.00%
Florida,12,"Volusia County, FL",12127,2017,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,10,538692,Unreliable,0.9,3.4,0.6,Unreliable,0.8,3.1,0.6,0.00%
Georgia,13,"Bartow County, GA",13015,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,10,105054,Unreliable,4.6,17.5,3,Unreliable,5,19.1,3.3,0.00%
Georgia,13,"Bartow County, GA",13015,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,13,105054,Unreliable,6.6,21.2,3.4,Unreliable,6.9,22.3,3.7,0.00%
Georgia,13,"Bibb County, GA",13021,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,11,152862,Unreliable,3.6,12.9,2.2,Unreliable,3.9,13.8,2.4,0.00%
Georgia,13,"Carroll County, GA",13045,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,12,116261,Unreliable,5.3,18,3,Unreliable,5.8,19.7,3.3,0.00%
Georgia,13,"Carroll County, GA",13045,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,10,116261,Unreliable,4.1,15.8,2.7,Unreliable,4.3,16.3,2.9,0.00%
Georgia,13,"Carroll County, GA",13045,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,15,117812,Unreliable,7.1,21,3.3,Unreliable,7.2,21.4,3.4,0.00%
Georgia,13,"Carroll County, GA",13045,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,10,117812,Unreliable,4.1,15.6,2.7,Unreliable,4.4,17,3,0.00%
Georgia,13,"Catoosa County, GA",13047,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,11,66398,Unreliable,8.3,29.6,5,Unreliable,8.6,30.8,5.3,0.00%
Georgia,13,"Catoosa County, GA",13047,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,10,66550,Unreliable,7.2,27.6,4.8,Unreliable,8.2,31.6,5.5,0.00%
Georgia,13,"Chatham County, GA",13051,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,14,289082,Unreliable,2.6,8.1,1.3,Unreliable,2.8,9.1,1.5,0.00%
Georgia,13,"Chatham County, GA",13051,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,10,290501,Unreliable,1.7,6.3,1.1,Unreliable,1.8,6.8,1.2,0.00%
Georgia,13,"Chatham County, GA",13051,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,18,290501,Unreliable,3.7,9.8,1.5,Unreliable,3.8,10.6,1.6,0.00%
Georgia,13,"Cherokee County, GA",13057,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,13,241689,Unreliable,2.9,9.2,1.5,Unreliable,2.9,9.2,1.5,0.00%
Georgia,13,"Cherokee County, GA",13057,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,17,241689,Unreliable,4.1,11.3,1.7,Unreliable,4.2,11.5,1.8,0.00%
Georgia,13,"Cherokee County, GA",13057,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,17,241689,Unreliable,4.1,11.3,1.7,Unreliable,3.9,11,1.7,0.00%
Georgia,13,"Cherokee County, GA",13057,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,10,247573,Unreliable,1.9,7.4,1.3,Unreliable,2.1,8.1,1.4,0.00%
Georgia,13,"Cherokee County, GA",13057,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,16,247573,Unreliable,3.7,10.5,1.6,Unreliable,4.1,11.5,1.8,0.00%
Georgia,13,"Cherokee County, GA",13057,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,15,247573,Unreliable,3.4,10,1.6,Unreliable,3.4,10,1.6,0.00%
Georgia,13,"Cherokee County, GA",13057,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,12,247573,Unreliable,2.5,8.5,1.4,Unreliable,2.6,8.8,1.5,0.00%
Georgia,13,"Clayton County, GA",13063,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,14,285153,Unreliable,2.7,8.2,1.3,Unreliable,2.8,8.5,1.4,0.00%
Georgia,13,"Cobb County, GA",13067,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,32,748150,4.3,2.9,6,0.8,4.1,2.8,5.8,0.7,0.00%
Georgia,13,"Cobb County, GA",13067,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,28,748150,3.7,2.5,5.4,0.7,3.6,2.4,5.2,0.7,0.00%
Georgia,13,"Cobb County, GA",13067,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,41,748150,5.5,3.9,7.4,0.9,5.4,3.8,7.3,0.8,0.00%
Georgia,13,"Cobb County, GA",13067,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,10,748150,Unreliable,0.6,2.5,0.4,Unreliable,0.7,2.5,0.4,0.00%
Georgia,13,"Cobb County, GA",13067,2016,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,11,748150,Unreliable,0.7,2.6,0.4,Unreliable,0.7,2.5,0.4,0.00%
Georgia,13,"Cobb County, GA",13067,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,38,755754,5,3.6,6.9,0.8,4.9,3.4,6.7,0.8,0.00%
Georgia,13,"Cobb County, GA",13067,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,52,755754,6.9,5.1,9,1,6.5,4.8,8.5,0.9,0.00%
Georgia,13,"Cobb County, GA",13067,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,47,755754,6.2,4.6,8.3,0.9,6,4.4,8.1,0.9,0.00%
Georgia,13,"Cobb County, GA",13067,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,43,755754,5.7,4.1,7.7,0.9,5.4,3.9,7.4,0.8,0.00%
Georgia,13,"Columbia County, GA",13073,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,11,147450,Unreliable,3.7,13.3,2.2,Unreliable,3.6,12.8,2.2,0.00%
Georgia,13,"Columbia County, GA",13073,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,12,151579,Unreliable,4.1,13.8,2.3,Unreliable,4.2,14.1,2.3,0.00%
Georgia,13,"Columbia County, GA",13073,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,13,151579,Unreliable,4.6,14.7,2.4,Unreliable,4.7,15.2,2.5,0.00%
Georgia,13,"Coweta County, GA",13077,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,10,140526,Unreliable,3.4,13.1,2.3,Unreliable,3.4,13.2,2.3,0.00%
Georgia,13,"DeKalb County, GA",13089,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,16,740321,Unreliable,1.2,3.5,0.5,Unreliable,1.2,3.3,0.5,0.00%
Georgia,13,"DeKalb County, GA",13089,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,17,740321,Unreliable,1.3,3.7,0.6,Unreliable,1.2,3.2,0.5,0.00%
Georgia,13,"DeKalb County, GA",13089,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,13,740321,Unreliable,0.9,3,0.5,Unreliable,0.9,2.7,0.4,0.00%
Georgia,13,"DeKalb County, GA",13089,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,16,740321,Unreliable,1.2,3.5,0.5,Unreliable,1.2,3.4,0.5,0.00%
Georgia,13,"DeKalb County, GA",13089,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,16,753253,Unreliable,1.2,3.4,0.5,Unreliable,1.2,3.3,0.5,0.00%
Georgia,13,"DeKalb County, GA",13089,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,23,753253,3.1,1.9,4.6,0.6,2.9,1.8,4.4,0.6,0.00%
Georgia,13,"DeKalb County, GA",13089,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,23,753253,3.1,1.9,4.6,0.6,3,1.9,4.6,0.6,0.00%
